behavior,n_bouts,mean_bout_duration_s,median_bout_duration_s,total_duration_s,bout_rate_per_min,sex_group,split,mouse,record_key,annotator,file
investigation,104,1.5432692307692308,0.8833333333333333,160.5,10.362005978080372,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
other,68,5.792156862745098,3.2333333333333334,393.8666666666667,6.7751577548987045,Male_likely,train,001,Male_likely__train__mouse001,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse001/Manual_Scoring_annotator5.csv
attack,15,1.4644444444444444,0.9666666666666667,21.966666666666665,1.4787228216222137,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
investigation,58,1.700574712643678,0.8500000000000001,98.63333333333333,5.717728243605893,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
other,54,9.037654320987654,4.433333333333334,488.0333333333333,5.323402157839969,Male_likely,train,007,Male_likely__train__mouse007,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse007/Manual_Scoring_annotator5.csv
attack,27,0.8654320987654321,0.7666666666666667,23.366666666666667,2.7115996205992303,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
investigation,54,2.5413580246913576,1.1333333333333333,137.23333333333332,5.423199241198461,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
other,51,8.565359477124185,1.2333333333333334,436.83333333333337,5.121910394465213,Male_likely,train,008,Male_likely__train__mouse008,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Male_likely/task2_annotator5_train_mouse008/Manual_Scoring_annotator5.csv
investigation,69,9.084057971014492,5.033333333333333,626.8,4.5806594379287455,Undetermined,test,005,Undetermined__test__mouse005,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse005/Manual_Scoring_annotator2.csv
other,69,4.0144927536231885,2.2333333333333334,277.0,4.5806594379287455,Undetermined,test,005,Undetermined__test__mouse005,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse005/Manual_Scoring_annotator2.csv
investigation,86,1.558139534883721,0.7833333333333334,134.0,5.825681168146922,Undetermined,test,010,Undetermined__test__mouse010,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse010/Manual_Scoring_annotator2.csv
other,87,8.640613026819924,6.833333333333333,751.7333333333333,5.8934216468463045,Undetermined,test,010,Undetermined__test__mouse010,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_test_mouse010/Manual_Scoring_annotator2.csv
attack,32,1.8072916666666667,1.1666666666666667,57.833333333333336,2.107728337236534,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
investigation,101,4.094389438943895,1.8333333333333333,413.53333333333336,6.652517564402811,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
mount,17,1.211764705882353,1.1666666666666667,20.6,1.1197306791569088,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
other,113,3.7076696165191736,1.4666666666666666,418.96666666666664,7.442915690866512,Undetermined,train,001,Undetermined__train__mouse001,annotator2,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator2_train_mouse001/Manual_Scoring_annotator2.csv
investigation,69,2.8043478260869565,0.9333333333333333,193.5,6.986948694869487,Undetermined,test,004,Undetermined__test__mouse004,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse004/Manual_Scoring_annotator5.csv
other,70,5.7004761904761905,3.3166666666666664,399.0333333333333,7.088208820882088,Undetermined,test,004,Undetermined__test__mouse004,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse004/Manual_Scoring_annotator5.csv
investigation,75,2.481777777777778,1.1666666666666667,186.13333333333333,7.515448421755831,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
mount,1,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.10020597895674442,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
other,75,5.5,2.1666666666666665,412.5,7.515448421755831,Undetermined,test,005,Undetermined__test__mouse005,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse005/Manual_Scoring_annotator5.csv
investigation,74,2.523873873873874,0.8500000000000001,186.76666666666668,7.3741903338315895,Undetermined,test,006,Undetermined__test__mouse006,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse006/Manual_Scoring_annotator5.csv
other,75,5.5377777777777775,2.7666666666666666,415.3333333333333,7.473841554559043,Undetermined,test,006,Undetermined__test__mouse006,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse006/Manual_Scoring_annotator5.csv
investigation,83,1.630120481927711,1.0333333333333334,135.3,8.243668266843239,Undetermined,test,009,Undetermined__test__mouse009,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse009/Manual_Scoring_annotator5.csv
other,83,5.648192771084338,2.5,468.8,8.243668266843239,Undetermined,test,009,Undetermined__test__mouse009,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse009/Manual_Scoring_annotator5.csv
investigation,73,1.3543378995433788,0.9333333333333333,98.86666666666666,7.455742169768497,Undetermined,test,013,Undetermined__test__mouse013,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse013/Manual_Scoring_annotator5.csv
other,74,6.602702702702703,4.466666666666667,488.6,7.557875624148887,Undetermined,test,013,Undetermined__test__mouse013,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse013/Manual_Scoring_annotator5.csv
attack,5,1.2133333333333334,0.6666666666666666,6.066666666666666,0.4986425840766801,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
investigation,65,2.276923076923077,1.2333333333333334,148.0,6.482353592996842,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
mount,2,1.4666666666666666,1.4666666666666666,2.933333333333333,0.19945703363067205,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
other,65,6.840512820512821,2.566666666666667,444.6333333333333,6.482353592996842,Undetermined,test,015,Undetermined__test__mouse015,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse015/Manual_Scoring_annotator5.csv
investigation,97,2.2628865979381443,1.1,219.5,9.744391115079807,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
mount,1,0.4,0.4,0.4,0.1004576403616475,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
other,97,3.890378006872852,2.5,377.3666666666667,9.744391115079807,Undetermined,test,017,Undetermined__test__mouse017,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse017/Manual_Scoring_annotator5.csv
investigation,56,3.3636904761904765,1.9666666666666668,188.36666666666667,5.580159433126661,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
mount,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.09964570416297608,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
other,57,7.247368421052632,5.366666666666666,413.1,5.6798051372896365,Undetermined,test,018,Undetermined__test__mouse018,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse018/Manual_Scoring_annotator5.csv
investigation,97,2.1054982817869417,0.9,204.23333333333332,9.254743983886355,Undetermined,test,020,Undetermined__test__mouse020,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse020/Manual_Scoring_annotator5.csv
other,97,4.377663230240549,2.566666666666667,424.6333333333333,9.254743983886355,Undetermined,test,020,Undetermined__test__mouse020,annotator5,public_data/calms21_task2_converted_nas/CalMS21/Undetermined/task2_annotator5_test_mouse020/Manual_Scoring_annotator5.csv
