behavior,n_true_bouts,n_pred_bouts,tp,fp,fn,bout_precision,bout_recall,bout_f1,mean_matched_iou,record_key,mouse_record,sex_group,version,annotator_a,annotator_b
1,18,8,4,4,14,0.5,0.2222222222222222,0.30769230769230765,0.7403317088696282,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator7
0,19,20,11,9,8,0.55,0.5789473684210527,0.5641025641025641,0.8146773484011756,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator8
1,18,19,8,11,10,0.42105263157894735,0.4444444444444444,0.43243243243243246,0.7071459293892912,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator1,annotator8
0,21,26,17,9,4,0.6538461538461539,0.8095238095238095,0.7234042553191489,0.8493554066126019,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator3
1,20,25,13,12,7,0.52,0.65,0.5777777777777778,0.8007833447181543,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator3
0,21,23,14,9,7,0.6086956521739131,0.6666666666666666,0.6363636363636365,0.8622847087703382,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator4
1,20,22,14,8,6,0.6363636363636364,0.7,0.6666666666666666,0.8119840324867299,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator4
0,21,29,17,12,4,0.5862068965517241,0.8095238095238095,0.68,0.8573649232916803,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator5
1,20,28,11,17,9,0.39285714285714285,0.55,0.45833333333333337,0.8346109254555949,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator5
0,21,33,15,18,6,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.8435035579959085,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator6
1,20,32,11,21,9,0.34375,0.55,0.42307692307692313,0.7639146471737771,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator6
0,21,9,8,1,13,0.8888888888888888,0.38095238095238093,0.5333333333333333,0.8882557035343703,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator7
1,20,8,4,4,16,0.5,0.2,0.28571428571428575,0.6971646613190731,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator7
0,21,20,16,4,5,0.8,0.7619047619047619,0.7804878048780488,0.7809169417179109,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator8
1,20,19,12,7,8,0.631578947368421,0.6,0.6153846153846154,0.7526032579537228,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator2,annotator8
0,26,23,14,9,12,0.6086956521739131,0.5384615384615384,0.5714285714285715,0.8658892279757758,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator4
1,25,22,10,12,15,0.45454545454545453,0.4,0.4255319148936171,0.7741702215342483,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator4
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator4
0,26,29,18,11,8,0.6206896551724138,0.6923076923076923,0.6545454545454545,0.8852578063043516,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator5
1,25,28,13,15,12,0.4642857142857143,0.52,0.49056603773584906,0.8153553683038294,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator5
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator5
0,26,33,20,13,6,0.6060606060606061,0.7692307692307693,0.6779661016949152,0.8497840609457995,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator6
1,25,32,14,18,11,0.4375,0.56,0.4912280701754386,0.7805546699632425,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator6
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator6
0,26,9,9,0,17,1.0,0.34615384615384615,0.5142857142857142,0.9391189626453058,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator7
1,25,8,3,5,22,0.375,0.12,0.18181818181818182,0.8726784539960667,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator7
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator7
0,26,20,13,7,13,0.65,0.5,0.5652173913043479,0.7836480056777009,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator8
1,25,19,8,11,17,0.42105263157894735,0.32,0.3636363636363636,0.7001946691889885,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator8
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator3,annotator8
0,23,29,17,12,6,0.5862068965517241,0.7391304347826086,0.6538461538461539,0.8734463551154517,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator5
1,22,28,14,14,8,0.5,0.6363636363636364,0.56,0.7720516249115462,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator5
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator5
0,23,33,16,17,7,0.48484848484848486,0.6956521739130435,0.5714285714285715,0.8645880493949335,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator6
1,22,32,9,23,13,0.28125,0.4090909090909091,0.3333333333333333,0.7939796031150729,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator6
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator6
0,23,9,8,1,15,0.8888888888888888,0.34782608695652173,0.5,0.8859741395881233,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator7
1,22,8,2,6,20,0.25,0.09090909090909091,0.13333333333333333,0.7536511231373713,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator7
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator7
0,23,20,12,8,11,0.6,0.5217391304347826,0.5581395348837209,0.7515468837909548,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator8
1,22,19,12,7,10,0.631578947368421,0.5454545454545454,0.5853658536585366,0.7744571797461969,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator8
annotator_multi4,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator4,annotator8
0,29,33,20,13,9,0.6060606060606061,0.6896551724137931,0.6451612903225807,0.8795967501868717,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator6
1,28,32,17,15,11,0.53125,0.6071428571428571,0.5666666666666667,0.7645888832743615,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator6
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator6
0,29,9,9,0,20,1.0,0.3103448275862069,0.4736842105263158,0.9377838953158888,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator7
1,28,8,3,5,25,0.375,0.10714285714285714,0.16666666666666666,0.9027434572777265,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator7
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator7
0,29,20,17,3,12,0.85,0.5862068965517241,0.6938775510204082,0.7608446000034194,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator8
1,28,19,14,5,14,0.7368421052631579,0.5,0.5957446808510638,0.7926027081004244,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator8
annotator_multi5,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator5,annotator8
0,33,9,8,1,25,0.8888888888888888,0.24242424242424243,0.38095238095238093,0.912603563592667,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator7
1,32,8,2,6,30,0.25,0.0625,0.1,0.6483918128654971,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator7
annotator_multi6,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator7
0,33,20,14,6,19,0.7,0.42424242424242425,0.5283018867924527,0.7816709208423921,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator8
1,32,19,10,9,22,0.5263157894736842,0.3125,0.39215686274509803,0.6714200188974667,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator8
annotator_multi6,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator6,annotator8
0,9,20,8,12,1,0.4,0.8888888888888888,0.5517241379310346,0.8904074960173047,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator7,annotator8
1,8,19,3,16,5,0.15789473684210525,0.375,0.22222222222222218,0.9080452411438328,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator7,annotator8
annotator_multi7,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator7,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v1,annotator7,annotator8
0,24,14,13,1,11,0.9285714285714286,0.5416666666666666,0.6842105263157894,0.8776063510473898,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator2
1,23,13,9,4,14,0.6923076923076923,0.391304347826087,0.5,0.7682826308978479,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator2
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator2
annotator_multi2,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator2
0,24,24,18,6,6,0.75,0.75,0.75,0.8775671209889334,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator3
1,23,23,15,8,8,0.6521739130434783,0.6521739130434783,0.6521739130434783,0.8270792322028853,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator3
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator3
0,24,22,16,6,8,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.8741741650372195,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator4
1,23,21,13,8,10,0.6190476190476191,0.5652173913043478,0.5909090909090909,0.8132078054966456,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator4
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator4
0,24,32,22,10,2,0.6875,0.9166666666666666,0.7857142857142857,0.8870386148210714,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator5
1,23,31,18,13,5,0.5806451612903226,0.782608695652174,0.6666666666666667,0.828927285668673,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator5
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator5
0,24,23,20,3,4,0.8695652173913043,0.8333333333333334,0.851063829787234,0.8615738740544572,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator6
1,23,22,18,4,5,0.8181818181818182,0.782608695652174,0.8,0.828410153362565,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator6
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator6
0,24,8,8,0,16,1.0,0.3333333333333333,0.5,0.9420813755229489,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator7
1,23,7,4,3,19,0.5714285714285714,0.17391304347826086,0.26666666666666666,0.6275854065572515,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator7
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator7
0,24,22,17,5,7,0.7727272727272727,0.7083333333333334,0.7391304347826088,0.7955727659762966,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator8
1,23,21,15,6,8,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.7289039241731883,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator8
annotator_multi1,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator1,annotator8
0,14,24,12,12,2,0.5,0.8571428571428571,0.631578947368421,0.8383097016755054,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator3
1,13,23,6,17,7,0.2608695652173913,0.46153846153846156,0.33333333333333337,0.8224039185632431,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator3
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator3
annotator_multi3,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator3
0,14,22,11,11,3,0.5,0.7857142857142857,0.6111111111111112,0.8749760269628268,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator4
1,13,21,7,14,6,0.3333333333333333,0.5384615384615384,0.41176470588235287,0.698219059241181,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator4
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator4
0,14,32,13,19,1,0.40625,0.9285714285714286,0.5652173913043478,0.8836467078558753,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator5
1,13,31,6,25,7,0.1935483870967742,0.46153846153846156,0.2727272727272727,0.7469343721414591,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator5
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator5
0,14,23,13,10,1,0.5652173913043478,0.9285714285714286,0.7027027027027025,0.8485563157372149,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator6
1,13,22,9,13,4,0.4090909090909091,0.6923076923076923,0.5142857142857142,0.7484806260460249,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator6
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator6
annotator_multi6,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator6
0,14,8,8,0,6,1.0,0.5714285714285714,0.7272727272727273,0.878432345867622,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator7
1,13,7,5,2,8,0.7142857142857143,0.38461538461538464,0.5,0.7729335958676645,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator7
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator7
annotator_multi7,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator7
0,14,22,11,11,3,0.5,0.7857142857142857,0.6111111111111112,0.8642583290572218,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator8
1,13,21,6,15,7,0.2857142857142857,0.46153846153846156,0.35294117647058826,0.843418425999562,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator8
annotator_multi2,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator8
annotator_multi8,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator2,annotator8
0,24,22,14,8,10,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.847770842219451,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator4
1,23,21,8,13,15,0.38095238095238093,0.34782608695652173,0.3636363636363636,0.8865885689866082,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator4
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator4
annotator_multi4,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator4
0,24,32,20,12,4,0.625,0.8333333333333334,0.7142857142857143,0.8484960354266317,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator5
1,23,31,16,15,7,0.5161290322580645,0.6956521739130435,0.5925925925925926,0.8057528962220507,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator5
annotator_multi3,1,0,0,0,1,,0.0,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator5
annotator_multi5,0,1,0,1,0,0.0,,,,Male_likely/Mouse069_20160709_16-02-03,Mouse069_20160709_16-02-03,Male_likely,v2,annotator3,annotator5
